timestamp,src_ip,dst_ip,protocol,packets,bytes,label_suspicious
2025-11-24 12:35:00,10.8.4.90,10.17.4.122,TCP,26,60276,0
2025-11-24 12:35:00,10.8.2.91,10.11.3.54,UDP,41,55214,0
2025-11-24 12:35:00,10.0.5.57,10.11.0.18,TCP,31,35484,0
2025-11-24 12:36:00,10.3.6.214,10.13.1.245,UDP,40,47651,0
2025-11-24 12:36:00,10.7.8.56,10.15.6.14,TCP,41,47349,0
2025-11-24 12:37:00,10.6.8.5,10.19.9.1,TCP,39,66733,0
2025-11-24 12:37:00,10.6.1.223,10.11.0.3,UDP,33,54455,0
2025-11-24 12:38:00,10.8.8.34,10.18.9.41,UDP,33,37552,0
2025-11-24 12:39:00,10.3.6.169,10.19.5.201,TCP,24,44353,0
2025-11-24 12:40:00,10.3.4.58,10.16.4.220,UDP,44,69355,0
2025-11-24 12:40:00,10.9.6.200,10.13.1.31,UDP,25,46115,0
2025-11-24 12:41:00,10.0.9.219,10.14.6.157,UDP,51,68646,0
2025-11-24 12:41:00,10.8.3.54,10.11.4.193,TCP,26,32802,0
2025-11-24 12:43:00,10.4.0.115,10.11.0.210,TCP,33,41154,0
2025-11-24 12:43:00,10.2.5.62,10.18.0.100,TCP,37,46711,0
2025-11-24 12:43:00,10.6.3.21,10.18.0.60,TCP,34,42500,0
2025-11-24 12:43:00,10.5.6.126,10.15.4.106,UDP,40,65324,0
2025-11-24 12:43:00,10.2.3.186,10.17.5.150,UDP,26,56936,0
2025-11-24 12:43:00,10.5.2.201,10.13.5.149,UDP,27,50333,0
2025-11-24 12:44:00,10.9.6.34,10.14.5.103,TCP,39,46099,0
2025-11-24 12:44:00,10.3.2.188,10.13.4.197,UDP,29,44031,0
2025-11-24 12:46:00,10.5.8.239,10.16.8.46,UDP,42,56922,0
2025-11-24 12:46:00,10.3.3.239,10.16.8.62,TCP,34,47211,0
2025-11-24 12:48:00,10.3.3.251,10.18.5.118,TCP,40,56966,0
2025-11-24 12:48:00,10.7.5.202,10.12.1.186,UDP,40,22032,0
2025-11-24 12:48:00,10.2.8.124,10.14.5.121,UDP,36,54596,0
2025-11-24 12:49:00,10.5.1.190,10.18.6.170,ARP,35,63116,0
2025-11-24 12:50:00,10.5.8.19,10.11.3.106,UDP,33,28242,0
2025-11-24 12:51:00,10.2.2.115,10.19.7.199,ARP,30,43599,0
2025-11-24 12:51:00,10.5.5.85,10.14.6.234,TCP,47,47293,0
2025-11-24 12:52:00,10.4.5.125,10.11.9.176,DHCP,32,55292,0
2025-11-24 12:52:00,10.8.9.81,10.17.8.21,UDP,46,36846,0
2025-11-24 12:52:00,10.2.7.26,10.19.0.245,UDP,39,35905,0
2025-11-24 12:53:00,10.8.0.158,10.12.3.25,UDP,35,48278,0
2025-11-24 12:53:00,10.0.5.75,10.17.9.70,TCP,36,59320,0
2025-11-24 12:54:00,10.8.0.121,10.11.9.130,UDP,36,62496,0
2025-11-24 12:54:00,10.7.6.151,10.13.4.216,TCP,30,46053,0
2025-11-24 12:55:00,10.8.7.140,10.17.3.249,UDP,38,33469,0
2025-11-24 12:55:00,10.6.7.132,10.10.4.210,ICMP,25,57935,0
2025-11-24 12:56:00,10.0.8.24,10.12.9.247,UDP,36,53567,0
2025-11-24 12:56:00,10.3.6.63,10.11.4.93,ARP,37,51241,0
2025-11-24 12:57:00,10.2.5.119,10.18.0.40,ICMP,31,50109,0
2025-11-24 12:57:00,10.2.0.185,10.14.4.60,UDP,37,51278,0
2025-11-24 12:57:00,10.9.4.190,10.10.4.44,TCP,36,46065,0
2025-11-24 12:58:00,10.0.8.7,10.19.6.4,TCP,45,54575,0
2025-11-24 12:58:00,10.7.5.152,10.14.8.7,TCP,39,40355,0
2025-11-24 12:59:00,10.5.2.14,10.13.5.208,ARP,36,53343,0
2025-11-24 12:59:00,10.6.8.34,10.10.8.136,UDP,44,57571,0
2025-11-24 12:59:00,10.3.5.125,10.15.5.218,TCP,40,49676,0
2025-11-24 12:59:00,10.4.6.228,10.16.0.168,UDP,26,61805,0
2025-11-24 13:00:00,10.8.4.46,10.15.5.56,ICMP,38,43258,0
2025-11-24 13:01:00,10.1.7.86,10.15.5.54,TCP,35,48574,0
2025-11-24 13:01:00,10.2.5.109,10.10.6.4,TCP,38,53178,0
2025-11-24 13:01:00,10.2.2.251,10.17.8.98,TCP,40,50981,0
2025-11-24 13:01:00,10.2.0.103,10.17.1.136,TCP,50,43836,0
2025-11-24 13:01:00,10.4.4.37,10.16.3.135,TCP,33,55349,0
2025-11-24 13:01:00,10.4.3.130,10.19.7.242,UDP,30,60784,0
2025-11-24 13:02:00,10.5.8.76,10.16.6.178,TCP,41,53813,0
2025-11-24 13:02:00,10.4.9.168,10.17.2.78,TCP,36,36629,0
2025-11-24 13:02:00,10.8.7.157,10.11.6.163,ARP,39,36441,0
2025-11-24 13:04:00,10.6.8.29,10.18.4.107,ARP,40,57513,0
2025-11-24 13:04:00,10.7.9.214,10.13.8.144,DHCP,33,28661,0
2025-11-24 13:05:00,10.1.6.48,10.10.6.36,UDP,37,65339,0
2025-11-24 13:05:00,10.8.6.4,10.12.2.162,ICMP,43,41563,0
2025-11-24 13:05:00,10.0.5.22,10.19.8.40,TCP,31,53071,0
2025-11-24 13:06:00,10.7.1.96,10.16.7.25,UDP,27,38627,0
2025-11-24 13:06:00,10.4.4.148,10.12.1.23,TCP,25,61196,0
2025-11-24 13:06:00,10.4.4.4,10.18.3.224,ICMP,34,48584,0
2025-11-24 13:07:00,10.1.2.61,10.17.1.5,ARP,35,45616,0
2025-11-24 13:07:00,10.3.5.237,10.11.9.99,UDP,34,57316,0
2025-11-24 13:08:00,10.2.4.178,10.18.7.81,UDP,41,45934,0
2025-11-24 13:11:00,10.7.0.168,10.19.7.245,ICMP,38,43337,0
2025-11-24 13:11:00,10.0.6.230,10.11.9.253,TCP,42,70816,0
2025-11-24 13:11:00,10.4.2.61,10.16.8.47,UDP,30,63539,0
2025-11-24 13:13:00,10.4.0.135,10.16.8.160,TCP,32,70161,0
2025-11-24 13:13:00,10.8.6.44,10.15.2.2,TCP,30,52879,0
2025-11-24 13:13:00,10.4.1.162,10.18.0.165,UDP,31,30708,0
2025-11-24 13:13:00,10.8.0.167,10.11.2.241,UDP,43,38119,0
2025-11-24 13:14:00,10.8.2.53,10.11.9.212,TCP,33,66244,0
2025-11-24 13:15:00,10.0.0.114,10.16.4.110,ICMP,34,59680,0
2025-11-24 13:15:00,10.1.5.206,10.10.4.131,UDP,42,46245,0
2025-11-24 13:15:00,10.0.8.168,10.19.7.144,TCP,27,66763,0
2025-11-24 13:15:00,10.2.3.200,10.18.8.234,TCP,37,53367,0
2025-11-24 13:15:00,10.5.3.138,10.17.5.10,ARP,26,53899,0
2025-11-24 13:16:00,10.7.1.113,10.16.8.55,ARP,27,44428,0
2025-11-24 13:17:00,10.6.6.70,10.19.3.173,TCP,30,44398,0
2025-11-24 13:17:00,10.1.3.149,10.18.2.34,UDP,32,51796,0
2025-11-24 13:18:00,10.5.8.248,10.16.0.221,TCP,38,51217,0
2025-11-24 13:18:00,10.8.1.252,10.11.6.233,TCP,38,69826,0
2025-11-24 13:18:00,10.2.3.76,10.18.7.237,TCP,43,48716,0
2025-11-24 13:18:00,10.0.5.248,10.14.9.241,DHCP,27,49897,0
2025-11-24 13:18:00,10.5.8.234,10.17.7.82,UDP,38,26152,0
2025-11-24 13:19:00,10.4.8.13,10.16.2.45,UDP,26,28758,0
2025-11-24 13:20:00,10.4.1.92,10.10.9.132,ARP,35,47547,0
2025-11-24 13:20:00,10.5.3.196,10.12.2.68,TCP,41,49868,0
2025-11-24 13:20:00,10.1.4.162,10.19.9.166,UDP,33,35136,0
2025-11-24 13:21:00,10.7.5.118,10.12.0.27,ICMP,28,48945,0
2025-11-24 13:21:00,10.4.9.91,10.16.0.12,UDP,33,67327,0
2025-11-24 13:22:00,10.4.7.221,10.12.8.76,UDP,29,48824,0
2025-11-24 13:22:00,10.0.4.97,10.18.1.203,TCP,35,69859,0
2025-11-24 13:22:00,10.9.8.90,10.10.8.121,UDP,41,67400,0
2025-11-24 13:22:00,10.7.9.183,10.12.2.249,TCP,37,39084,0
2025-11-24 13:22:00,10.7.6.175,10.11.5.6,TCP,34,41659,0
2025-11-24 13:24:00,10.9.9.140,10.18.6.67,UDP,35,49757,0
2025-11-24 13:25:00,10.5.5.223,10.18.4.140,DHCP,32,50772,0
2025-11-24 13:25:00,10.5.3.202,10.19.8.55,DHCP,28,55950,0
2025-11-24 13:25:00,10.6.1.69,10.17.6.210,TCP,30,53206,0
2025-11-24 13:25:00,10.8.8.71,10.17.5.228,UDP,32,60445,0
2025-11-24 13:26:00,10.5.7.140,10.11.7.227,TCP,29,38923,0
2025-11-24 13:26:00,10.5.3.185,10.13.8.118,TCP,27,46287,0
2025-11-24 13:26:00,10.0.1.123,10.12.0.95,TCP,33,46679,0
2025-11-24 13:27:00,10.2.7.94,10.19.2.4,TCP,39,48063,0
2025-11-24 13:28:00,10.1.4.151,10.13.4.176,TCP,27,57277,0
2025-11-24 13:28:00,10.7.1.123,10.18.4.107,UDP,32,70124,0
2025-11-24 13:29:00,10.7.1.54,10.10.2.209,TCP,35,53419,0
2025-11-24 13:29:00,10.6.6.147,10.16.9.167,TCP,37,82054,0
2025-11-24 13:30:00,10.7.6.228,10.10.0.87,DHCP,29,56495,0
2025-11-24 13:30:00,10.7.2.104,10.14.0.71,UDP,34,51191,0
2025-11-24 13:31:00,10.2.7.197,10.10.0.243,UDP,24,44929,0
2025-11-24 13:31:00,10.4.4.6,10.15.5.212,TCP,35,37520,0
2025-11-24 13:32:00,10.7.1.139,10.15.7.65,UDP,48,50761,0
2025-11-24 13:33:00,10.7.4.30,10.16.7.135,ARP,39,55852,0
2025-11-24 13:33:00,10.9.3.140,10.10.4.23,TCP,30,48423,0
2025-11-24 13:33:00,10.2.1.139,10.16.8.179,UDP,42,46980,0
2025-11-24 13:33:00,10.4.3.201,10.14.3.5,TCP,36,49501,0
2025-11-24 13:35:00,10.0.3.208,10.14.3.63,ARP,32,53602,0
2025-11-24 13:35:00,10.0.7.18,10.14.3.36,UDP,34,51379,0
2025-11-24 13:35:00,10.7.5.45,10.15.7.81,TCP,33,53619,0
2025-11-24 13:36:00,10.7.8.226,10.11.0.201,TCP,47,30072,0
2025-11-24 13:36:00,10.2.1.14,10.14.4.243,ARP,24,54683,0
2025-11-24 13:36:00,10.6.2.52,10.19.5.241,ARP,44,61157,0
2025-11-24 13:36:00,10.1.8.60,10.15.3.26,ICMP,36,61347,0
2025-11-24 13:36:00,10.1.6.36,10.19.4.105,UDP,31,71005,0
2025-11-24 13:36:00,10.4.8.198,10.19.7.101,UDP,40,50745,0
2025-11-24 13:37:00,10.2.9.55,10.18.4.128,TCP,37,54204,0
2025-11-24 13:37:00,10.2.3.92,10.11.9.25,ARP,32,48915,0
2025-11-24 13:37:00,10.4.3.171,10.17.2.107,ARP,28,68722,0
2025-11-24 13:37:00,10.7.6.72,10.13.4.103,UDP,37,42192,0
2025-11-24 13:37:00,10.0.7.70,10.11.5.247,ARP,25,18902,0
2025-11-24 13:37:00,10.4.1.226,10.11.3.107,UDP,35,50999,0
2025-11-24 13:37:00,10.6.7.17,10.12.2.222,TCP,38,67283,0
2025-11-24 13:38:00,10.9.6.9,10.16.7.163,UDP,40,53800,0
2025-11-24 13:38:00,10.6.3.21,10.12.8.231,ICMP,45,57346,0
2025-11-24 13:40:00,10.3.4.212,10.12.5.67,ARP,41,55202,0
2025-11-24 13:40:00,10.9.3.180,10.17.3.31,UDP,32,52619,0
2025-11-24 13:41:00,10.6.1.231,10.13.7.57,UDP,42,66702,0
2025-11-24 13:42:00,10.7.6.32,10.15.0.68,ICMP,31,48931,0
2025-11-24 13:43:00,10.1.8.131,10.17.5.114,TCP,40,49368,0
2025-11-24 13:43:00,10.0.5.2,10.15.3.231,UDP,42,64946,0
2025-11-24 13:44:00,10.5.5.196,10.12.4.51,UDP,33,30292,0
2025-11-24 13:44:00,10.7.9.238,10.15.4.47,TCP,31,48473,0
2025-11-24 13:45:00,10.6.6.11,10.15.3.88,ICMP,36,58620,0
2025-11-24 13:45:00,10.9.7.223,10.10.8.126,TCP,30,60775,0
2025-11-24 13:45:00,10.2.5.107,10.17.9.37,UDP,39,57300,0
2025-11-24 13:45:00,10.3.4.88,10.16.1.163,UDP,30,36972,0
2025-11-24 13:46:00,10.4.2.218,10.12.6.112,UDP,35,47160,0
2025-11-24 13:46:00,10.5.3.72,10.13.1.208,TCP,23,51641,0
2025-11-24 13:46:00,10.0.1.122,10.12.8.59,DHCP,39,32564,0
2025-11-24 13:47:00,10.3.2.4,10.16.2.168,UDP,39,69200,0
2025-11-24 13:47:00,10.5.1.13,10.16.2.20,UDP,21,32210,0
2025-11-24 13:48:00,10.7.0.209,10.18.0.142,TCP,44,36398,0
2025-11-24 13:49:00,10.1.7.8,10.16.3.219,TCP,28,50050,0
2025-11-24 13:49:00,10.4.9.96,10.18.0.180,UDP,40,38922,0
2025-11-24 13:50:00,10.0.9.223,10.18.0.75,TCP,31,62388,0
2025-11-24 13:50:00,10.3.9.52,10.13.9.173,TCP,32,51388,0
2025-11-24 13:51:00,10.3.4.116,10.17.5.134,TCP,36,54299,0
2025-11-24 13:51:00,10.6.0.40,10.10.8.216,TCP,41,36644,0
2025-11-24 13:52:00,10.9.8.25,10.14.0.231,TCP,42,38952,0
2025-11-24 13:52:00,10.5.0.82,10.11.2.132,TCP,31,36871,0
2025-11-24 13:53:00,10.8.4.91,10.18.7.213,UDP,36,64639,0
2025-11-24 13:53:00,10.4.9.40,10.12.2.236,DHCP,24,56158,0
2025-11-24 13:54:00,10.1.9.190,10.16.2.168,UDP,35,66846,0
2025-11-24 13:54:00,10.9.2.88,10.15.7.120,TCP,32,59555,0
2025-11-24 13:55:00,10.4.7.74,10.12.9.204,DHCP,35,46205,0
2025-11-24 13:55:00,10.8.1.78,10.17.6.111,DHCP,43,42119,0
2025-11-24 13:55:00,10.2.7.174,10.10.6.138,DHCP,27,53685,0
2025-11-24 13:56:00,10.0.7.47,10.15.1.133,UDP,36,57468,0
2025-11-24 13:56:00,10.6.4.145,10.15.4.150,ARP,42,28632,0
2025-11-24 13:57:00,10.9.9.118,10.11.3.242,ARP,37,53634,0
2025-11-24 13:57:00,10.7.8.92,10.13.2.212,ICMP,43,14868,0
2025-11-24 13:58:00,10.1.6.214,10.16.3.20,TCP,31,55229,0
2025-11-24 13:58:00,10.0.0.83,10.14.9.97,TCP,32,48749,0
2025-11-24 13:58:00,10.4.8.175,10.14.3.141,TCP,30,48873,0
2025-11-24 13:59:00,10.9.9.130,10.11.1.185,ARP,37,52362,0
2025-11-24 13:59:00,10.7.4.151,10.12.7.147,DHCP,39,39086,0
2025-11-24 13:59:00,10.4.0.3,10.15.1.204,ARP,36,33419,0
2025-11-24 14:00:00,10.3.9.216,10.11.0.30,DHCP,29,34849,0
2025-11-24 14:00:00,10.8.4.70,10.11.1.156,ARP,33,61355,0
2025-11-24 14:01:00,10.2.1.75,10.14.8.212,UDP,35,60030,0
2025-11-24 14:01:00,10.8.8.142,10.18.7.101,UDP,30,68248,0
2025-11-24 14:01:00,10.6.5.146,10.10.8.192,UDP,27,49219,0
2025-11-24 14:02:00,10.3.2.127,10.14.8.17,ICMP,26,50260,0
2025-11-24 14:03:00,10.1.8.82,10.11.7.56,TCP,34,49281,0
2025-11-24 14:03:00,10.5.4.88,10.14.0.68,DHCP,36,31277,0
2025-11-24 14:03:00,10.0.8.164,10.15.2.77,TCP,35,71714,0
2025-11-24 14:03:00,10.1.9.185,10.19.0.228,UDP,32,61559,0
2025-11-24 14:04:00,10.7.4.93,10.11.6.119,DHCP,32,49819,0
2025-11-24 14:04:00,10.9.3.233,10.15.6.68,TCP,41,47731,0
2025-11-24 14:04:00,10.2.4.141,10.14.9.56,UDP,43,30572,0
2025-11-24 14:05:00,10.1.5.251,10.11.4.47,ARP,36,20583,0
2025-11-24 14:06:00,10.2.4.154,10.12.7.32,DHCP,30,41593,0
2025-11-24 14:06:00,10.4.1.226,10.17.4.93,DHCP,33,44235,0
2025-11-24 14:06:00,10.5.8.100,10.14.6.84,TCP,31,43156,0
2025-11-24 14:06:00,10.4.0.153,10.15.4.133,TCP,31,52269,0
2025-11-24 14:06:00,10.5.4.121,10.17.8.246,TCP,31,45795,0
2025-11-24 14:09:00,10.7.9.124,10.17.7.106,ARP,30,56611,0
2025-11-24 14:09:00,10.7.3.22,10.15.0.183,TCP,36,51744,0
2025-11-24 14:09:00,10.2.2.38,10.18.7.167,UDP,30,69861,0
2025-11-24 14:09:00,10.5.5.180,10.13.2.118,UDP,31,57373,0
2025-11-24 14:09:00,10.0.8.134,10.19.3.246,ARP,33,51746,0
2025-11-24 14:10:00,10.0.5.8,10.18.2.239,TCP,40,60945,0
2025-11-24 14:11:00,10.6.5.134,10.12.4.56,DHCP,26,59521,0
2025-11-24 14:11:00,10.6.3.172,10.14.6.12,UDP,27,54677,0
2025-11-24 14:11:00,10.7.3.20,10.18.3.117,UDP,31,27878,0
2025-11-24 14:12:00,10.5.8.247,10.19.0.171,UDP,31,54925,0
2025-11-24 14:13:00,10.2.9.73,10.16.5.111,TCP,47,51625,0
2025-11-24 14:13:00,10.2.9.191,10.10.9.204,TCP,34,48990,0
2025-11-24 14:13:00,10.7.4.125,10.12.2.76,UDP,37,54109,0
2025-11-24 14:13:00,10.0.6.58,10.10.9.235,UDP,28,32384,0
2025-11-24 14:14:00,10.9.0.21,10.16.0.124,UDP,33,54023,0
2025-11-24 14:14:00,10.4.0.199,10.15.1.48,TCP,44,66226,0
2025-11-24 14:15:00,10.0.4.245,10.11.3.173,UDP,31,37749,0
2025-11-24 14:16:00,10.4.7.79,10.10.9.223,ARP,33,44223,0
2025-11-24 14:17:00,10.2.1.246,10.18.1.61,TCP,53,56945,0
2025-11-24 14:19:00,10.3.3.89,10.18.8.190,UDP,30,56681,0
2025-11-24 14:20:00,10.9.0.242,10.19.4.247,UDP,30,23362,0
2025-11-24 14:20:00,10.5.7.53,10.10.6.158,UDP,36,61302,0
2025-11-24 14:20:00,10.9.6.37,10.13.5.35,TCP,21,40333,0
2025-11-24 14:20:00,10.0.2.201,10.15.2.149,UDP,32,50890,0
2025-11-24 14:20:00,10.6.4.18,10.13.8.47,TCP,22,60535,0
2025-11-24 14:22:00,10.0.5.211,10.18.0.24,TCP,44,50003,0
2025-11-24 14:22:00,10.7.5.192,10.10.8.138,TCP,27,72120,0
2025-11-24 14:23:00,10.6.5.84,10.15.9.192,TCP,46,75612,0
2025-11-24 14:23:00,10.9.0.155,10.14.1.91,ICMP,31,58627,0
2025-11-24 14:23:00,10.7.0.46,10.12.5.108,UDP,31,71582,0
2025-11-24 14:23:00,10.8.0.88,10.13.2.92,ARP,44,38211,0
2025-11-24 14:24:00,10.3.0.216,10.11.8.122,UDP,36,55628,0
2025-11-24 14:24:00,10.3.2.57,10.17.0.230,UDP,30,40449,0
2025-11-24 14:24:00,10.3.6.175,10.14.7.130,TCP,29,47833,0
2025-11-24 14:24:00,10.7.1.75,10.16.2.163,TCP,39,53650,0
2025-11-24 14:24:00,10.5.8.117,10.18.8.214,TCP,29,21436,0
2025-11-24 14:24:00,10.9.5.182,10.12.9.28,TCP,49,42723,0
2025-11-24 14:24:00,10.5.4.62,10.18.6.65,ICMP,37,60444,0
2025-11-24 14:26:00,10.8.6.224,10.13.5.237,TCP,29,50592,0
2025-11-24 14:26:00,10.0.0.222,10.19.6.54,ARP,38,46152,0
2025-11-24 14:27:00,10.2.3.88,10.12.6.66,TCP,35,54326,0
2025-11-24 14:27:00,10.0.1.78,10.18.4.225,UDP,46,52418,0
2025-11-24 14:27:00,10.5.7.38,10.12.3.136,UDP,45,42438,0
2025-11-24 14:27:00,10.1.3.101,10.11.0.1,DHCP,32,38455,0
2025-11-24 14:27:00,10.6.7.236,10.18.7.107,TCP,44,84330,0
2025-11-24 14:28:00,10.4.5.43,10.12.4.244,ARP,36,81352,0
2025-11-24 14:28:00,10.7.0.8,10.14.9.134,TCP,32,56366,0
2025-11-24 14:28:00,10.1.4.130,10.19.8.242,TCP,36,59417,0
2025-11-24 14:29:00,10.5.2.226,10.12.9.16,ICMP,45,24714,0
2025-11-24 14:30:00,10.3.5.29,10.13.0.253,ICMP,38,56490,0
2025-11-24 14:30:00,10.2.8.25,10.14.8.62,TCP,35,54266,0
2025-11-24 14:31:00,10.3.3.197,10.15.8.107,UDP,36,61531,0
2025-11-24 14:31:00,10.7.6.49,10.12.4.143,UDP,38,55327,0
2025-11-24 14:32:00,10.5.5.57,10.15.7.220,TCP,30,44002,0
2025-11-24 14:33:00,10.4.7.133,10.12.1.245,TCP,31,59623,0
2025-11-24 14:34:00,10.1.7.54,10.10.7.121,TCP,30,25527,0
2025-11-24 14:35:00,10.8.4.144,10.11.7.17,UDP,29,67714,0
2025-11-24 14:35:00,10.8.4.168,10.19.2.74,TCP,41,44907,0
2025-11-24 14:36:00,10.2.9.42,10.14.8.35,TCP,41,67551,0
2025-11-24 14:36:00,10.7.1.56,10.10.6.52,UDP,32,44555,0
2025-11-24 14:37:00,10.6.3.225,10.10.5.81,DHCP,39,63869,0
2025-11-24 14:37:00,10.5.1.37,10.19.1.78,UDP,44,65628,0
2025-11-24 14:37:00,10.5.0.184,10.16.8.219,UDP,36,58893,0
2025-11-24 14:38:00,10.3.1.40,10.12.2.137,ARP,44,46847,0
2025-11-24 14:38:00,10.1.7.28,10.11.1.140,UDP,22,65579,0
2025-11-24 14:39:00,10.6.9.56,10.19.7.5,ARP,33,62508,0
2025-11-24 14:40:00,10.6.0.56,10.19.5.116,ARP,33,51471,0
2025-11-24 14:40:00,10.4.9.139,10.10.1.178,TCP,25,35644,0
2025-11-24 14:40:00,10.3.8.155,10.19.2.41,TCP,36,47169,0
2025-11-24 14:40:00,10.5.4.89,10.12.1.131,UDP,53,47813,0
2025-11-24 14:41:00,10.9.7.118,10.17.8.84,TCP,40,43100,0
2025-11-24 14:43:00,10.8.7.175,10.18.1.67,UDP,31,54174,0
2025-11-24 14:43:00,10.3.7.144,10.16.7.230,TCP,40,66579,0
2025-11-24 14:43:00,10.1.1.205,10.19.6.100,DHCP,32,54142,0
2025-11-24 14:44:00,10.1.1.214,10.14.5.118,ICMP,44,40600,0
2025-11-24 14:44:00,10.4.7.30,10.10.3.60,TCP,36,56096,0
2025-11-24 14:44:00,10.1.8.184,10.14.8.59,UDP,25,53968,0
2025-11-24 14:44:00,10.9.2.163,10.16.1.62,UDP,27,48525,0
2025-11-24 14:45:00,10.8.5.150,10.11.3.153,TCP,28,54736,0
2025-11-24 14:45:00,10.1.9.7,10.14.9.56,TCP,27,18683,0
2025-11-24 14:46:00,10.7.1.233,10.16.7.227,TCP,38,55910,0
2025-11-24 14:47:00,10.9.8.103,10.18.1.17,UDP,36,44295,0
2025-11-24 14:47:00,10.6.5.157,10.18.4.207,UDP,41,57066,0
2025-11-24 14:47:00,10.3.5.126,10.12.2.15,TCP,43,70332,0
2025-11-24 14:47:00,10.3.8.61,10.11.8.28,ICMP,39,44585,0
2025-11-24 14:48:00,10.0.5.246,10.10.2.174,ARP,31,64431,0
2025-11-24 14:48:00,10.2.7.177,10.13.8.216,UDP,37,54177,0
2025-11-24 14:49:00,10.6.5.114,10.12.6.207,UDP,37,71408,0
2025-11-24 14:49:00,10.1.1.246,10.15.3.67,TCP,31,45183,0
2025-11-24 14:49:00,10.1.4.27,10.11.3.111,TCP,28,32808,0
2025-11-24 14:49:00,10.0.7.221,10.14.7.168,UDP,26,53448,0
2025-11-24 14:49:00,10.2.9.192,10.13.8.58,UDP,36,61061,0
2025-11-24 14:50:00,10.4.0.18,10.15.6.37,TCP,37,57760,0
2025-11-24 14:50:00,10.4.7.9,10.19.6.72,UDP,33,56486,0
2025-11-24 14:50:00,10.4.5.151,10.13.7.142,UDP,26,34251,0
2025-11-24 14:51:00,10.6.7.225,10.19.7.152,TCP,23,57807,0
2025-11-24 14:51:00,10.5.3.116,10.14.4.121,ICMP,26,56380,0
2025-11-24 14:52:00,10.9.7.47,10.13.9.44,UDP,29,37323,0
2025-11-24 14:52:00,10.0.6.162,10.10.0.33,ARP,31,42775,0
2025-11-24 14:53:00,10.2.7.84,10.13.4.115,TCP,40,29474,0
2025-11-24 14:53:00,10.8.3.46,10.12.8.178,UDP,38,55316,0
2025-11-24 14:53:00,10.2.0.66,10.16.7.217,TCP,34,35013,0
2025-11-24 14:53:00,10.7.8.213,10.15.6.137,TCP,24,80714,0
2025-11-24 14:55:00,10.2.5.198,10.11.3.253,UDP,39,44379,0
2025-11-24 14:55:00,10.9.8.117,10.19.0.86,UDP,44,67921,0
2025-11-24 14:56:00,10.6.1.69,10.14.4.157,UDP,38,77616,0
2025-11-24 14:57:00,10.9.3.64,10.19.9.38,UDP,41,57250,0
2025-11-24 14:57:00,10.8.1.196,10.14.3.60,TCP,25,47593,0
2025-11-24 14:57:00,10.9.3.248,10.15.7.57,TCP,28,58204,0
2025-11-24 14:57:00,10.3.2.209,10.13.8.170,UDP,30,39947,0
2025-11-24 14:58:00,10.0.7.205,10.14.1.3,TCP,44,37983,0
2025-11-24 14:59:00,10.5.1.62,10.14.4.62,TCP,34,76002,0
2025-11-24 15:00:00,10.8.5.145,10.12.0.234,TCP,38,51215,0
2025-11-24 15:00:00,10.0.0.35,10.15.2.213,UDP,42,43759,0
2025-11-24 15:01:00,10.8.4.25,10.11.1.184,TCP,45,36187,0
2025-11-24 15:01:00,10.6.7.62,10.18.0.13,TCP,36,39145,0
2025-11-24 15:01:00,10.2.6.91,10.18.6.20,UDP,35,48616,0
2025-11-24 15:01:00,10.2.4.20,10.10.3.60,UDP,35,42434,0
2025-11-24 15:02:00,10.4.3.132,10.12.1.220,ARP,25,58536,0
2025-11-24 15:02:00,10.0.7.150,10.12.2.113,UDP,35,53757,0
2025-11-24 15:02:00,10.9.9.227,10.19.5.78,ICMP,34,38729,0
2025-11-24 15:02:00,10.5.7.231,10.12.1.94,ICMP,40,50682,0
2025-11-24 15:03:00,10.0.9.136,10.10.5.34,TCP,40,37772,0
2025-11-24 15:04:00,10.0.1.67,10.12.2.195,TCP,28,37599,0
2025-11-24 15:05:00,10.0.2.55,10.19.0.52,ARP,41,44872,0
2025-11-24 15:05:00,10.3.1.125,10.17.6.134,TCP,40,38162,0
2025-11-24 15:05:00,10.0.7.220,10.18.8.12,DHCP,37,54142,0
2025-11-24 15:06:00,10.1.3.239,10.12.1.76,UDP,48,53122,0
2025-11-24 15:07:00,10.0.9.134,10.14.0.214,ICMP,35,76552,0
2025-11-24 15:07:00,10.4.6.127,10.12.7.126,ICMP,32,56127,0
2025-11-24 15:07:00,10.6.5.121,10.18.3.30,TCP,40,65658,0
2025-11-24 15:08:00,10.5.5.9,10.19.4.223,TCP,37,39068,0
2025-11-24 15:09:00,10.1.4.24,10.10.4.246,TCP,38,35456,0
2025-11-24 15:10:00,10.1.2.119,10.13.2.72,TCP,33,60573,0
2025-11-24 15:10:00,10.0.9.174,10.14.4.78,ICMP,41,56636,0
2025-11-24 15:10:00,10.1.1.203,10.14.4.12,TCP,38,70101,0
2025-11-24 15:11:00,10.0.7.171,10.18.0.214,UDP,37,64334,0
2025-11-24 15:11:00,10.6.8.160,10.19.5.73,ARP,33,49723,0
2025-11-24 15:12:00,10.8.1.160,10.15.2.23,TCP,23,38063,0
2025-11-24 15:12:00,10.5.0.103,10.13.2.175,TCP,40,49872,0
2025-11-24 15:12:00,10.6.8.92,10.11.3.93,UDP,45,66989,0
2025-11-24 15:12:00,10.7.0.42,10.15.6.38,TCP,29,27170,0
