timestamp,event_type,severity,description
2025-12-06 20:14:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-06 21:12:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-07 01:25:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-07 01:54:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-07 04:21:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-07 11:00:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-07 11:50:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-07 12:23:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-07 13:38:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-07 14:56:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-07 15:49:00,bruteforce_login,high,Fictive event: bruteforce_login detected
2025-12-07 19:08:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-07 22:44:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-07 22:58:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-07 23:51:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-08 01:03:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-08 02:28:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-08 07:25:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-08 08:08:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-08 08:09:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-08 08:42:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-08 09:18:00,bad_community_string,low,Fictive event: bad_community_string detected
2025-12-08 09:29:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-08 10:02:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-08 10:39:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-08 12:24:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-08 13:11:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-08 15:35:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-08 16:06:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-08 16:25:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-08 19:29:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-08 19:47:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-08 20:52:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-08 21:51:00,bad_community_string,low,Fictive event: bad_community_string detected
2025-12-09 00:42:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-09 01:15:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-09 02:27:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-09 03:14:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-09 04:10:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-09 06:58:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-09 07:25:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-09 07:35:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-09 10:36:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-09 11:03:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-09 13:15:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-09 14:32:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-09 15:36:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-09 17:00:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-09 19:11:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-09 19:40:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-09 20:48:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-09 20:56:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-09 22:16:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-10 00:59:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-10 02:11:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-10 03:05:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-10 04:11:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-10 05:26:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-10 05:42:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-10 08:01:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-10 11:34:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-10 11:38:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-10 13:00:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-10 13:32:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-10 13:46:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-10 14:30:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-10 18:00:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-10 20:09:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-10 20:39:00,bruteforce_login,medium,Fictive event: bruteforce_login detected
2025-12-10 22:35:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-10 23:02:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-11 00:14:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-11 00:16:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-11 02:02:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-11 02:41:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-11 03:30:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-11 07:46:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-11 09:19:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-11 09:35:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-11 16:15:00,bad_community_string,low,Fictive event: bad_community_string detected
2025-12-11 16:29:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-11 17:52:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-11 20:58:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-11 23:50:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-12 00:06:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-12 01:18:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-12 01:27:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-12 04:06:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-12 07:33:00,bad_community_string,high,Fictive event: bad_community_string detected
2025-12-12 09:00:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-12 09:27:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-12 09:30:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-12 10:56:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-12 11:17:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-12 12:08:00,bruteforce_login,medium,Fictive event: bruteforce_login detected
2025-12-12 15:53:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-12 16:46:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-12 19:32:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-12 20:07:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-12 21:10:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-12 22:09:00,bruteforce_login,medium,Fictive event: bruteforce_login detected
2025-12-12 22:59:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-13 02:47:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-13 04:08:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-13 05:10:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-13 11:41:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-13 12:53:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-13 13:26:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-13 13:34:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-13 13:34:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-13 13:36:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-13 14:11:00,bruteforce_login,medium,Fictive event: bruteforce_login detected
2025-12-13 14:42:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-13 17:17:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-13 19:22:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-13 19:29:00,bruteforce_login,low,Fictive event: bruteforce_login detected
2025-12-13 20:57:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-13 23:43:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-14 00:06:00,bad_community_string,low,Fictive event: bad_community_string detected
2025-12-14 01:17:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-14 05:23:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-14 12:03:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-14 12:23:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-14 14:19:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-14 18:32:00,bruteforce_login,high,Fictive event: bruteforce_login detected
2025-12-14 18:52:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-14 19:28:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-14 19:40:00,bad_community_string,low,Fictive event: bad_community_string detected
2025-12-14 22:15:00,bruteforce_login,medium,Fictive event: bruteforce_login detected
2025-12-14 22:52:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-14 23:00:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-14 23:29:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-15 01:55:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-15 03:24:00,bruteforce_login,medium,Fictive event: bruteforce_login detected
2025-12-15 04:24:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-15 06:27:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-15 08:19:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-15 18:29:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-15 21:34:00,SNMPv2c_detected,low,Fictive event: SNMPv2c_detected detected
2025-12-15 23:11:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-16 01:13:00,ARP_spoofing,high,Fictive event: ARP_spoofing detected
2025-12-16 05:38:00,SNMPv2c_detected,high,Fictive event: SNMPv2c_detected detected
2025-12-16 09:17:00,DHCP_rogue,low,Fictive event: DHCP_rogue detected
2025-12-16 10:49:00,bruteforce_login,low,Fictive event: bruteforce_login detected
2025-12-16 13:19:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-16 13:52:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-16 14:26:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-16 14:45:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-16 17:10:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-16 20:28:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-16 23:35:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-17 01:55:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-17 02:10:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-17 02:16:00,DHCP_rogue,medium,Fictive event: DHCP_rogue detected
2025-12-17 03:17:00,bruteforce_login,low,Fictive event: bruteforce_login detected
2025-12-17 03:58:00,ARP_spoofing,medium,Fictive event: ARP_spoofing detected
2025-12-17 04:47:00,ARP_spoofing,low,Fictive event: ARP_spoofing detected
2025-12-17 05:10:00,DHCP_rogue,high,Fictive event: DHCP_rogue detected
2025-12-17 05:56:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-17 06:10:00,bad_community_string,medium,Fictive event: bad_community_string detected
2025-12-17 06:34:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-17 06:48:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
2025-12-17 07:36:00,SNMPv2c_detected,medium,Fictive event: SNMPv2c_detected detected
